Sample_unique_id,Treat,Plate,library,Cell,Dose,Time,Compound name,Catalog Number,Catalog Number.1,smiles
sample2_372,Compd0520,Plate6,2,293T,10uM,24h,Eriocitrin,Cpd0520,13463-28-0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O
sample2_373,Compd0521,Plate6,2,293T,10uM,24h,Strychnine,Cpd0521,57-24-9,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
sample2_374,Compd0522,Plate6,2,293T,10uM,24h,Carnosol,Cpd0522,5957-80-2,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O
sample2_375,Compd0523,Plate6,2,293T,10uM,24h,Carnosic acid,Cpd0523,3650-09-7,CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O
sample2_376,Compd0524,Plate6,2,293T,10uM,24h,Dioscin,Cpd0524,19057-60-4,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
sample2_377,Compd0525,Plate6,2,293T,10uM,24h,Diosgenin,Cpd0525,512-04-9,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1
sample2_378,Compd0526,Plate6,2,293T,10uM,24h,"Dihydroartemisi
nin",Cpd0526,71939-50-9,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
sample2_379,Compd0527,Plate6,2,293T,10uM,24h,Bisdemethoxycu rcumin,Cpd0527,33171-05-0,C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O
sample2_38,Compd0438,Plate5,2,293T,10uM,24h,Vitexin,Cpd0438,3681-93-4,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
sample2_380,Compd0528,Plate6,2,293T,10uM,24h,Silybin,Cpd0528,802918-57-6,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
sample2_381,Compd0529,Plate6,2,293T,10uM,24h,Silychristin,Cpd0529,33889-69-9,COC1=C(C=CC(=C1)C2C(C3=C(O2)C(=CC(=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)O)CO)O
sample2_382,Compd0530,Plate6,2,293T,10uM,24h,Monotropein,Cpd0530,5945-50-6,C1=CC(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)(CO)O
sample2_383,Compd0531,Plate6,2,293T,10uM,24h,Narcissin,Cpd0531,604-80-8,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O
sample2_384,Compd0532,Plate6,2,293T,10uM,24h,Salicin,Cpd0532,138-52-3,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
sample2_386,Compd0534,Plate6,2,293T,10uM,24h,"Gypsogenin-3-O
-
β-D-glucuronid e methyl ester",Cpd0534,96553-02-5,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C=O)OC6C(C(C(C(O6)C(=O)OC)O)O)O)C)C)C2C1)C)C(=O)O)C
sample2_387,Compd0535,Plate6,2,293T,10uM,24h,Spinosin,Cpd0535,72063-39-9,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O
sample2_388,Compd0536,Plate6,2,293T,10uM,24h,Tetrahydroalsto nine,Cpd0536,6474-90-4,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45
sample2_389,Compd0537,Plate6,2,293T,10uM,24h,Echinacoside,Cpd0537,82854-37-3,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O
sample2_39,Compd0439,Plate5,2,293T,10uM,24h,"Vitexin
2''-O-rhamnosid e",Cpd0439,64820-99-1,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O
sample2_390,Compd0538,Plate6,2,293T,10uM,24h,"Dehydrotramete
nolic acid",Cpd0538,29220-16-4,CC(=CCCC(C1CCC2(C1(CC=C3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O)C
sample2_391,Compd0539,Plate6,2,293T,10uM,24h,Usinic acid,Cpd0539,125-46-2,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O
sample2_392,Compd0540,Plate6,2,293T,10uM,24h,Pinoresinol diglucoside,Cpd0540,63902-38-5,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC6C(C(C(C(O6)CO)O)O)O
sample2_393,Compd0541,Plate6,2,293T,10uM,24h,Pinoresinol dimethyl ether,Cpd0541,29106-36-3,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC)OC)OC
sample2_394,Compd0542,Plate6,2,293T,10uM,24h,Jujuboside A,Cpd0542,55466-04-1,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)OC1C(C(C(CO1)O)O)O)O)O)O
sample2_395,Compd0543,Plate6,2,293T,10uM,24h,Jujuboside B,Cpd0543,55466-05-2,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(CO1)O)O)O)O)O)O
sample2_396,Compd0544,Plate6,2,293T,10uM,24h,Amentoflavone,Cpd0544,1617-53-4,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
sample2_397,Compd0545,Plate6,2,293T,10uM,24h,"Orcinol
gentiobioside",Cpd0545,164991-86-0,CC1=CC(=CC(=C1)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O)O
sample2_398,Compd0546,Plate6,2,293T,10uM,24h,Heterophyllin B,Cpd0546,145459-19-4,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)N4CCCC4C(=O)N1)CC(C)C)CC5=CC=CC=C5
sample2_399,Compd0547,Plate6,2,293T,10uM,24h,Capsaicin,Cpd0547,404-86-4,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
sample2_4,Compd0404,Plate5,2,293T,10uM,24h,"Liquidambaric
acid",Cpd0404,4481-62-3,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O
sample2_40,Compd0440,Plate5,2,293T,10uM,24h,"Vitexin
4''-O-glucoside",Cpd0440,178468-00-3,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)O
sample2_400,Compd0548,Plate6,2,293T,10uM,24h,Rotundic acid,Cpd0548,20137-37-5,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1(C)O)C)C(=O)O
sample2_401,Compd0549,Plate6,2,293T,10uM,24h,Tenacissoside H,Cpd0549,191729-45-0,CCC(C)C(=O)OC1C2C3(CCC(CC3CCC24C5(O4)CCC(C5(C1OC(=O)C)C)C(=O)C)OC6CC(C(C(O6)C)OC7C(C(C(C(O7)C)O)OC)O)OC)C
sample2_402,Compd0550,Plate6,2,293T,10uM,24h,Tenacissoside I,Cpd0550,191729-44-9,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3CCC4(C(C3)CCC56C4C(C(C7(C5(O6)CCC7C(=O)C)C)OC(=O)C)OC(=O)C8=CC=CC=C8)C)C)O)OC)O
sample2_403,Compd0551,Plate6,2,293T,10uM,24h,Tenacissoside G,Cpd0551,191729-43-8,CC=C(C)C(=O)OC1C2C3(CCC(CC3CCC24C5(O4)CCC(C5(C1OC(=O)C)C)C(=O)C)OC6CC(C(C(O6)C)OC7C(C(C(C(O7)C)O)OC)O)OC)C
sample2_404,Compd0552,Plate6,2,293T,10uM,24h,Rhapontin,Cpd0552,155-58-8,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample2_405,Compd0553,Plate6,2,293T,10uM,24h,Pseudolaric Acid A,Cpd0553,82508-32-5,CC1=CCC23CCC(C2(CC1)OC(=O)C)C(OC3=O)(C)C=CC=C(C)C(=O)O
sample2_406,Compd0554,Plate6,2,293T,10uM,24h,Alantolactone,Cpd0554,546-43-0,CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C
sample2_407,Compd0555,Plate6,2,293T,10uM,24h,Dehydroandrogr apholide,Cpd0555,42895-58-9,CC12CCC(C(C1CCC(=C)C2C=CC3=CCOC3=O)(C)CO)O
sample2_408,Compd0556,Plate6,2,293T,10uM,24h,Anhydroicaritin,Cpd0556,38226-86-7,CC1(CCC2=C(O1)C=C(C3=C2OC(=C(C3=O)O)C4=CC=C(C=C4)OC)O)C
sample2_409,Compd0557,Plate6,2,293T,10uM,24h,Vaccarin,Cpd0557,53452-16-7,C1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)OC6C(C(C(C(O6)CO)O)O)O)O)CO)O)O)O)O)O
sample2_41,Compd0441,Plate5,2,293T,10uM,24h,Oroxin B,Cpd0441,114482-86-9,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O
sample2_410,Compd0558,Plate6,2,293T,10uM,24h,Vicenin-2,Cpd0558,23666-13-9,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O
sample2_411,Compd0559,Plate6,2,293T,10uM,24h,6''-O-apiosyl-Visammioside,Cpd0559,,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)OC4C(C(C(C(O4)O)O)O)COC5C(C(CO5)(CO)O)O)O
sample2_412,Compd0560,Plate6,2,293T,10uM,24h,Monnieriside G,Cpd0560,1401799-34-5,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)OC4C(C(C(C(O4)CO)O)O)O)O
sample2_413,Compd0561,Plate6,2,293T,10uM,24h,Euonymine,Cpd0561,33458-82-1,CC1C(C(=O)OC2C(C(C3(C(C(C4C(C3(C2(C)O)OC4(COC(=O)C5=C1N=CC=C5)C)OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
sample2_414,Compd0562,Plate6,2,293T,10uM,24h,Vindoline,Cpd0562,2182-14-1,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C
sample2_416,Compd0564,Plate6,2,293T,10uM,24h,"Reference extract             of aconite
diester-alkaloids",Cpd0564,,
sample2_417,Compd0565,Plate6,2,293T,10uM,24h,Linderene,Cpd0565,26146-27-0,CC1=COC2=C1C(C3C(=C)C4CC4C3(C2)C)O
sample2_418,Compd0566,Plate6,2,293T,10uM,24h,Linderane,Cpd0566,13476-25-0,CC1=CCCC23C(O2)C(C4=C(C1)OC=C4C)OC3=O
sample2_419,Compd0567,Plate6,2,293T,10uM,24h,Linderalactone,Cpd0567,728-61-0,CC1=CCCC2=CC(C3=C(C1)OC=C3C)OC2=O
sample2_42,Compd0442,Plate5,2,293T,10uM,24h,Oroxin A,Cpd0442,57396-78-8,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
sample2_420,Compd0568,Plate6,2,293T,10uM,24h,"Anhydrous citric
acid",Cpd0568,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
sample2_421,Compd0569,Plate6,2,293T,10uM,24h,Rutaecarpine,Cpd0569,84-26-4,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
sample2_422,Compd0570,Plate6,2,293T,10uM,24h,Evodiamine,Cpd0570,518-17-2,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3
sample2_423,Compd0571,Plate6,2,293T,10uM,24h,"Limonin(Evodin
)",Cpd0571,1180-71-8,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C
sample2_424,Compd0572,Plate6,2,293T,10uM,24h,Schizandrin,Cpd0572,7432-28-2,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC
sample2_425,Compd0573,Plate6,2,293T,10uM,24h,Schisandrol B,Cpd0573,58546-54-6,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3
sample2_426,Compd0574,Plate6,2,293T,10uM,24h,Schisanhenol,Cpd0574,69363-14-0,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)OC)OC)OC)O)OC)OC
sample2_427,Compd0575,Plate6,2,293T,10uM,24h,"Deoxyschizandr
in",Cpd0575,61281-38-7,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)OC)OC)OC)OC)OC)OC
sample2_428,Compd0576,Plate6,2,293T,10uM,24h,Kaempferitrin,Cpd0576,482-38-2,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O
sample2_43,Compd0443,Plate5,2,293T,10uM,24h,Magnolin,Cpd0443,31008-18-1,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC
sample2_430,Compd0578,Plate6,2,293T,10uM,24h,Schisandrin B,Cpd0578,61281-37-6,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
sample2_431,Compd0579,Plate6,2,293T,10uM,24h,Schisantherin A,Cpd0579,58546-56-8,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C(C1(C)O)OC(=O)C5=CC=CC=C5)OC)OC)OC)OC)OCO3
sample2_432,Compd0580,Plate6,2,293T,10uM,24h,Schisantherin E,Cpd0580,64917-83-5,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C(C1(C)O)OC(=O)C4=CC=CC=C4)OC)OC)OC)OC)OC)O
sample2_433,Compd0581,Plate6,2,293T,10uM,24h,Schisantherin B,Cpd0581,58546-55-7,CC=C(C)C(=O)OC1C2=CC(=C(C(=C2C3=C(C4=C(C=C3CC(C1(C)O)C)OCO4)OC)OC)OC)OC
sample2_434,Compd0582,Plate6,2,293T,10uM,24h,Wulignan A1,Cpd0582,117047-76-4,CC1C(C(=O)C2=CC(=C(C=C2C1C3=CC(=C(C=C3)O)OC)OC)O)C
sample2_435,Compd0583,Plate6,2,293T,10uM,24h,Sibiricose A5,Cpd0583,107912-97-0,COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O)O
sample2_436,Compd0584,Plate6,2,293T,10uM,24h,Sibiricose A6,Cpd0584,241125-75-7,COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O
sample2_437,Compd0585,Plate6,2,293T,10uM,24h,Sibiricaxanthon e B,Cpd0585,241125-81-5,C1C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC5=C(C4=O)C=C(C=C5)O)O)CO)O)O)O)(CO)O
sample2_438,Compd0586,Plate6,2,293T,10uM,24h,Crocin I,Cpd0586,42553-65-1,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O
sample2_439,Compd0587,Plate6,2,293T,10uM,24h,Crocin II,Cpd0587,55750-84-0,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)CO)O)O)O
sample2_44,Compd0444,Plate5,2,293T,10uM,24h,Calceolarioside B,Cpd0444,105471-98-5,C1=CC(=C(C=C1CCOC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O)O
sample2_440,Compd0588,Plate6,2,293T,10uM,24h,Camptothecin,Cpd0588,7689-3-4,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
sample2_441,Compd0589,Plate6,2,293T,10uM,24h,Asarinin,Cpd0589,133-04-0,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
sample2_442,Compd0590,Plate6,2,293T,10uM,24h,Tenuifolin,Cpd0590,20183-47-5,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)O)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)CO)C(=O)O)C
sample2_443,Compd0591,Plate6,2,293T,10uM,24h,Schaftoside,Cpd0591,51938-32-0,C1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O
sample2_444,Compd0592,Plate6,2,293T,10uM,24h,Curculigoside,Cpd0592,85643-19-2,COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O
sample2_445,Compd0593,Plate6,2,293T,10uM,24h,Gracillin,Cpd0593,19083-00-2,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
sample2_446,Compd0594,Plate6,2,293T,10uM,24h,Coumarin,Cpd0594,91-64-5,C1=CC=C2C(=C1)C=CC(=O)O2
sample2_447,Compd0595,Plate6,2,293T,10uM,24h,"Isosakuranetin
7-O-rutinoside",Cpd0595,14259-47-3,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O
sample2_448,Compd0596,Plate6,2,293T,10uM,24h,Chicanin,Cpd0596,78919-28-5,CC1C(C(OC1C2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)O)OC)C
sample2_449,Compd0597,Plate6,2,293T,10uM,24h,Parthenolide,Cpd0597,20554-84-1,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
sample2_45,Compd0445,Plate5,2,293T,10uM,24h,Luteoloside,Cpd0445,5373-11-5,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
sample2_450,Compd0598,Plate6,2,293T,10uM,24h,Cardamonin,Cpd0598,19309-14-9,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
sample2_452,Compd0600,Plate6,2,293T,10uM,24h,Synephrine,Cpd0600,1994-7-5,CNCC(C1=CC=C(C=C1)O)O
sample2_453,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_454,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_455,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_456,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_457,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_458,DMSO,Plate6,2,293T,10uM,24h,,,,
sample2_459,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_46,Compd0446,Plate5,2,293T,10uM,24h,"Luteolin
7-O-glucuronide",Cpd0446,29741-10-4,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)O
sample2_460,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_461,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_462,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_463,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_464,JQ1,Plate6,2,293T,10uM,24h,,,,
sample2_465,Compd0501,Plate6,2,293T,10uM,24h,Liriopeside B,Cpd0501,87425-34-1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)OC7C(C(C(C(O7)C)O)O)OC8C(C(C(C(O8)C)O)OC(=O)C)O)C)C)C)OC1
sample2_466,Compd0502,Plate6,2,293T,10uM,24h,Kaempferol,Cpd0502,520-18-3,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
sample2_467,Compd0503,Plate6,2,293T,10uM,24h,"Kaempferol
3-O-gentiobiosi de",Cpd0503,22149-35-5,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O
sample2_468,Compd0504,Plate6,2,293T,10uM,24h,"Kaempferol
3-sophoroside-7
-rhamnoside",Cpd0504,93098-79-4,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O
sample2_469,Compd0505,Plate6,2,293T,10uM,24h,"2,6-Dihydroxyp
urine",Cpd0505,69-89-6,C1=NC2=C(N1)C(=O)NC(=O)N2
sample2_47,Compd0447,Plate5,2,293T,10uM,24h,Costunolide,Cpd0447,553-21-9,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
sample2_470,Compd0506,Plate6,2,293T,10uM,24h,Shanzhiside methyl ester,Cpd0506,64421-28-9,CC1(CC(C2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample2_471,Compd0507,Plate6,2,293T,10uM,24h,Phellopterin,Cpd0507,2543-94-4,CC(=CCOC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)C
sample2_472,Compd0508,Plate6,2,293T,10uM,24h,PSX015,Cpd0508,,
sample2_473,Compd0509,Plate6,2,293T,10uM,24h,Corylifol A,Cpd0509,775351-88-7,CC(=CCCC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C)C
sample2_474,Compd0510,Plate6,2,293T,10uM,24h,Esculentoside A,Cpd0510,65497-07-6,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(CO6)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)C)C2C1)C)C(=O)O)C(=O)OC
sample2_475,Compd0511,Plate6,2,293T,10uM,24h,Esculentoside H,Cpd0511,66656-92-6,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(CO6)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C(=O)OC
sample2_476,Compd0512,Plate6,2,293T,10uM,24h,Paeoniflorin,Cpd0512,23180-57-6,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O
sample2_477,Compd0513,Plate6,2,293T,10uM,24h,Osthole,Cpd0513,484-12-8,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
sample2_478,Compd0514,Plate6,2,293T,10uM,24h,Tectoridin,Cpd0514,611-40-5,COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
sample2_479,Compd0515,Plate6,2,293T,10uM,24h,"Cimigenol 3-O-β-D
-xylpyranoside",Cpd0515,27994-11-2,CC1CC2C(OC3(C1C4(CCC56CC57CCC(C(C7CCC6C4(C3O)C)(C)C)OC8C(C(C(CO8)O)O)O)C)O2)C(C)(C)O
sample2_48,Compd0448,Plate5,2,293T,10uM,24h,Rhodojaponin V,Cpd0448,37720-86-8,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)C5C(C4(C)C)O5)O)O)CC2(C)O
sample2_480,Compd0516,Plate6,2,293T,10uM,24h,Cimifugin,Cpd0516,37921-38-3,CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)CO)O
sample2_481,Compd0517,Plate6,2,293T,10uM,24h,"Cimifugin
4'-O-β-D-gluco pyranoside",Cpd0517,1632110-81-6,CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)CO)OC4C(C(C(C(O4)CO)O)O)O
sample2_482,Compd0518,Plate6,2,293T,10uM,24h,"Prim-o-glucosyl
cimifugin",Cpd0518,80681-45-4,CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)COC4C(C(C(C(O4)CO)O)O)O)O
sample2_483,Compd0519,Plate6,2,293T,10uM,24h,"Cimicidanol    3- O-α-L
-arabinoside",Cpd0519,161207-05-2,CC(CC(=O)C1C(O1)(C)C)C2C(=O)CC3(C2(CC(C45C3=CCC6C4(C5)CCC(C6(C)C)OC7C(C(C(CO7)O)O)O)O)C)C
sample2_484,Compd0520,Plate6,2,293T,10uM,24h,Eriocitrin,Cpd0520,13463-28-0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O
sample2_485,Compd0521,Plate6,2,293T,10uM,24h,Strychnine,Cpd0521,57-24-9,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
sample2_486,Compd0522,Plate6,2,293T,10uM,24h,Carnosol,Cpd0522,5957-80-2,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O
sample2_487,Compd0523,Plate6,2,293T,10uM,24h,Carnosic acid,Cpd0523,3650-09-7,CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O
